Feature,Mean Importance,Lower Bound,Upper Bound
X24,0.0,0.0,0.0
X21,0.0022609323884738007,-0.0010504941229732671,0.005572358899920868
X6,0.003735689560177859,-0.0009073903397949683,0.008378769460150686
X20,0.003867663215121102,-0.0007180587409791573,0.00845338517122136
X3,0.008464589032705423,0.0014224790748237053,0.015506698990587141
X15,0.00869311301635,0.0004080107271469684,0.016978215305553032
X22,0.012336836626540846,-0.00808384234034152,0.032757515593423214
X12,0.015209024171317607,0.001287739753098439,0.029130308589536778
X0,0.016912218249998535,0.008257159460704305,0.025567277039292766
X4,0.019914882533994552,0.007646551392246796,0.032183213675742305
X8,0.025364701440055763,0.0021915829061781122,0.048537819973933416
X17,0.028164455877096508,0.016129939186126808,0.040198972568066205
X18,0.03257245797862493,-0.001993173979276232,0.0671380899365261
X9,0.03417733794024652,0.02402861260466113,0.044326063275831905
X16,0.03554361927669194,0.01878680236155438,0.052300436191829495
X13,0.038508094315375704,0.01519118252107514,0.06182500610967627
X2,0.03880106338993185,0.021617082094791594,0.0559850446850721
X11,0.04203333145046141,0.013986120850548216,0.07008054205037462
X5,0.046315556656209886,-0.00040665536927945653,0.09303776868169923
X1,0.05654774055657802,0.034287794155114876,0.07880768695804116
X26,0.06269760594168232,0.008452742791593255,0.11694246909177139
X23,0.06535841200442247,0.011085817925809281,0.11963100608303565
X14,0.06608761497961443,-0.00967985408967182,0.14185508404890068
X10,0.07468589474729423,0.046525141796776456,0.102846647697812
X7,0.08290679887393676,0.037655011050836185,0.12815858669703734
X19,0.08680347692928791,0.022696555199691333,0.1509103986588845
X25,0.09203688884780967,0.025775259994197997,0.15829851770142134
