Feature,Mean Importance,Lower Bound,Upper Bound
X3,3.8056516129557566e-05,-2.8967151054557188e-05,0.00010508018331367232
X10,5.0490814207592054e-05,-4.179116571632653e-05,0.00014277279413151065
X7,0.00011745627692857613,-5.8332580284985316e-05,0.0002932451341421376
X4,0.00018458512210535374,-0.0001364505109211224,0.0005056207551318298
X20,0.0003274233472877037,-5.168259260874292e-05,0.0007065292871841504
X1,0.0003698251226082797,-0.0001394268967501861,0.0008790771419667455
X2,0.00040612220403672965,-0.00024646728834304367,0.001058711696416503
X40,0.00041919398942871897,-0.0005264021566937448,0.0013647901355511827
X8,0.0004759434591386088,-0.00029650259432233476,0.0012483895125995524
X11,0.00047972826907421073,6.727659647719211e-05,0.0008921799416712294
X34,0.0004854271231403184,-3.116824292572169e-05,0.0010020224892063586
X13,0.0005135539188815213,-0.0002551008913891716,0.0012822087291522143
X23,0.0005369907655451046,-3.0464010874171448e-05,0.0011044455419643806
X31,0.0005882631906777341,4.082855822376072e-05,0.0011356978231317075
X39,0.0006949273279931289,-0.0005942602003682327,0.0019841148563544907
X6,0.0007799040029602442,1.3460718224145545e-05,0.0015463472876963429
X27,0.0008009379198502767,-0.0001369198975945526,0.001738795737295106
X0,0.0008539212103891418,-0.00038888920585406075,0.0020967316266323442
X15,0.0008666060782823153,-0.0002148122244153024,0.001948024380979933
X21,0.0009924432983459794,-0.0004012539778722213,0.0023861405745641802
X12,0.0013176224006012664,-9.28189796652029e-05,0.0027280637808677357
X26,0.0014527996747388805,-0.0005842500763144049,0.0034898494257921664
X33,0.0017200607131201155,-0.0002242689795354115,0.0036643904057756427
X16,0.0017347463281934526,-0.0004513374747509735,0.0039208301311378785
X29,0.001996327495402778,0.00023567699647938803,0.0037569779943261677
X5,0.002188792124688399,-0.0008264785594080968,0.005204062808784895
X18,0.0034514531026839765,-0.0008392583069990163,0.007742164512366969
X38,0.008193207642225133,0.0006808395661783533,0.015705575718271914
X53,0.00821076653101188,0.0028144731110719607,0.0136070599509518
X50,0.008371842194277735,0.0005380253197079894,0.01620565906884748
X51,0.008862330801589612,0.0026872788269574517,0.015037382776221771
X46,0.010551983992012605,0.0013998069775975424,0.01970416100642767
X42,0.011746324851107466,0.0006189367875149199,0.022873712914700015
X30,0.013980982228729552,-0.007069353388927513,0.03503131784638662
X44,0.014666482752124841,0.0035720432147786346,0.02576092228947105
X43,0.015747239236829233,0.002149981017797527,0.029344497455860936
X41,0.01643326443459566,0.0037132127191137803,0.02915331615007754
X25,0.01790148400676168,0.0030873084090715886,0.032715659604451774
X17,0.018201247086322838,-0.0049155142701523226,0.041318008442797996
X45,0.02044573233296242,0.006585430624360522,0.03430603404156432
X52,0.02166558204506812,0.008611978934434748,0.03471918515570149
X37,0.022183290574155936,-0.0005880613365626267,0.0449546424848745
X24,0.023356594033849074,-0.01860491569913313,0.06531810376683128
X19,0.02486244532922558,-0.004321354039445133,0.054046244697896303
X14,0.028270065992122936,-0.018619423950048956,0.07515955593429482
X35,0.03204075897254703,0.016222578806185564,0.0478589391389085
X32,0.0443809914824947,-0.02653347506213482,0.11529545802712422
X48,0.05000713243957803,0.02557579633529297,0.0744384685438631
X49,0.05164397428696524,0.027376762751951514,0.07591118582197896
X47,0.06012024479944131,0.03901238786492211,0.08122810173396051
X9,0.06566707287614496,0.030993238968628326,0.10034090678366157
X36,0.06879801882193107,0.05062904026925645,0.08696699737460567
X22,0.10896708115937534,-0.001860623913765888,0.21979478623251658
X28,0.20088025730011008,0.018662395091872105,0.38309811950834805
