Feature,Mean Importance,Lower Bound,Upper Bound
X22,0.0,0.0,0.0
X25,1.0937716923778268e-05,-1.1529426861712123e-05,3.340486070926866e-05
X27,2.9387630511973627e-05,-2.796637389550373e-06,6.157189841349763e-05
X11,3.9648027260782984e-05,-3.731905292723326e-05,0.00011661510744879924
X14,9.067058913963574e-05,-0.00011397202316457021,0.0002953132014438417
X10,0.00019830522093621967,-0.000196422471459499,0.0005930329133319384
X16,0.0002261123441614737,-0.00011236049848470665,0.000564585186807654
X29,0.0002542472304241285,9.933775935439497e-06,0.0004985606849128175
X20,0.00037452485175329126,-0.00014406827538701442,0.000893117978893597
X18,0.0003766068654469372,0.00010059855150885096,0.0006526151793850234
X6,0.0003906555141762598,5.436437537907862e-06,0.0007758745908146116
X2,0.0003938556644110689,-0.000124880196892863,0.0009125915257150008
X28,0.00043321222315884143,-9.63586051104291e-05,0.0009627830514281119
X8,0.0004839174034742729,-0.00023856661151033294,0.0012064014184588788
X7,0.0005664841314689949,-0.00018099543238436473,0.0013139636953223544
X24,0.0005911746494774075,-0.00035863760505706747,0.0015409869040118823
X9,0.0006216584526368762,7.2833855606729e-05,0.0011704830496670235
X0,0.0006806321274995742,-0.00012561716336150102,0.0014868814183606493
X13,0.0007374024857931753,-0.000397237118736575,0.0018720420903229255
X26,0.0007929284835008085,-3.0955561544308704e-05,0.0016168125285459258
X21,0.0008360912099342342,2.9827779995954718e-06,0.001669199641868873
X41,0.0009212063649557444,-6.0079605949319196e-05,0.001902492335860808
X35,0.0010371163182780467,-6.922897439561282e-05,0.002143461610951706
X23,0.001211622274866615,-6.446833431283038e-05,0.0024877128840460607
X34,0.001273080546911316,-0.0007642033978876635,0.0033103644917102954
X5,0.0013314925496618261,-0.00033639782136364507,0.0029993829206872973
X3,0.0014831320617480618,-0.0012337798480479996,0.0042000439715441235
X42,0.001577481431590099,-0.00045185660924297773,0.003606819472423176
X40,0.0016632249750557137,0.0004963131231284403,0.002830136826982987
X19,0.001767883266992733,-0.0006046942965177182,0.004140460830503184
X54,0.0018600151876542214,0.00021972308899102138,0.0035003072863174214
X1,0.0019248308890101535,-0.0010674039020864706,0.004917065680106777
X43,0.002018572888551975,-0.000518650830049105,0.004555796607153055
X44,0.002579940651359712,0.0010949592360504873,0.004064922066668936
X45,0.0026417939598064972,0.00040165861791553444,0.0048819293016974605
X30,0.0026529097225040476,-0.0007965496022199351,0.00610236904722803
X12,0.002862152179480435,-0.0011250954918671301,0.006849399850828001
X39,0.0029711520151207184,0.0004274087171373391,0.005514895313104097
X31,0.003089315806104306,-0.000291274601260148,0.006469906213468761
X32,0.0031826156831963365,-0.002424607577003251,0.008789838943395923
X37,0.0033443096496830493,0.0016042423320826544,0.005084376967283444
X38,0.0035788774860675064,0.000484650983554633,0.00667310398858038
X33,0.005149487852093174,-0.0018853718424736664,0.012184347546660014
X60,0.005927098092112263,0.0024416334924296356,0.009412562691794892
X15,0.008495197407296574,0.00016867595052692764,0.01682171886406622
X4,0.00865533033236097,-0.005303450937962263,0.022614111602684204
X36,0.009925785643740604,0.0046880101851356,0.015163561102345607
X48,0.01043606822940164,-0.0011175781780015555,0.02198971463680484
X51,0.01422224519724696,0.008994393243390408,0.01945009715110351
X56,0.01708726136459988,0.0012600383535081626,0.0329144843756916
X49,0.01773756913580097,0.0028339559279056507,0.032641182343696284
X52,0.019055651164944957,0.008633200644923435,0.02947810168496648
X55,0.02039743846697956,0.009518742565670039,0.03127613436828908
X59,0.021733914762907487,0.009783870823540305,0.03368395870227467
X58,0.03212802328323208,0.004635604333640993,0.05962044223282318
X57,0.03625669395946148,0.012863315068206756,0.059650072850716204
X47,0.04333665888874643,-0.0015735513600250613,0.08824686913751792
X61,0.09782292356552193,-0.006085938119150737,0.20173178525019458
X17,0.10176608910799481,-0.006475854287596262,0.2100080325035859
X53,0.1399537727686974,0.05239057228207189,0.22751697325532289
X46,0.16764954428519985,0.01982700904057271,0.3154720795298269
X50,0.1691620677609722,0.018198561080389405,0.320125574441555
