dataset,n_layer,n_neuron,fold,val_loss,time
auto93,1,4,1,0.0038069202564656734,5.178436517715454
auto93,1,4,2,0.00482981139793992,7.236174583435059
auto93,1,4,3,0.0035935272462666035,7.393589496612549
auto93,1,4,4,0.0069520496763288975,1.925353765487671
auto93,1,4,5,0.005762049928307533,2.306736946105957
auto93,1,8,1,0.003153376281261444,2.412933111190796
auto93,1,8,2,0.007635397836565971,2.050002098083496
auto93,1,8,3,0.006667405366897583,15.798258781433105
auto93,1,8,4,0.007912350818514824,16.21343493461609
auto93,1,8,5,0.006640967912971973,2.0373713970184326
auto93,2,4,1,0.003980372101068497,2.36771821975708
auto93,2,4,2,0.009026533924043179,9.221789360046387
auto93,2,4,3,0.007789298892021179,3.5075182914733887
auto93,2,4,4,0.010159293189644814,16.00983166694641
auto93,2,4,5,0.006090929731726646,10.6607985496521
auto93,2,8,1,0.002904938068240881,7.316777944564819
auto93,2,8,2,0.006099233869463205,4.387726068496704
auto93,2,8,3,0.00478878989815712,6.65800929069519
auto93,2,8,4,0.005532809533178806,6.977810859680176
auto93,2,8,5,0.005094042979180813,2.201246500015259
autohorse,1,4,1,0.003118527354672551,16.357872486114502
autohorse,1,4,2,0.0031101410277187824,4.133029460906982
autohorse,1,4,3,0.00237140036188066,7.80081582069397
autohorse,1,4,4,0.002560487249866128,12.107013463973999
autohorse,1,4,5,0.0015157137531787157,4.295923233032227
autohorse,1,8,1,0.0011085132136940956,2.4028613567352295
autohorse,1,8,2,0.0007355426205322146,1.6417033672332764
autohorse,1,8,3,0.002159461844712496,3.0281336307525635
autohorse,1,8,4,0.0006156375166028738,3.1845285892486572
autohorse,1,8,5,0.0008266980294138193,2.704533815383911
autohorse,2,4,1,0.0011500980472192168,10.122528314590454
autohorse,2,4,2,0.0011276400182396173,4.070774793624878
autohorse,2,4,3,0.0009174274164251983,9.421721696853638
autohorse,2,4,4,0.0007709016790613532,4.036987781524658
autohorse,2,4,5,0.0005630510277114809,4.6156792640686035
autohorse,2,8,1,0.0005247641820460558,4.233155012130737
autohorse,2,8,2,0.0004847362288273871,2.3397538661956787
autohorse,2,8,3,0.0007134831976145506,4.622570753097534
autohorse,2,8,4,0.0003209974092897028,2.4287045001983643
autohorse,2,8,5,0.00019255385268479586,4.355391263961792
autompg,1,4,1,0.0014799926429986954,10.34211015701294
autompg,1,4,2,0.0007789275841787457,17.783844232559204
autompg,1,4,3,0.000998864765278995,19.47149682044983
autompg,1,4,4,0.0010384247871115804,19.917800903320312
autompg,1,4,5,0.0007105145487003028,17.305253267288208
autompg,1,8,1,0.0011062005069106817,7.873111963272095
autompg,1,8,2,0.00113476044498384,3.7283782958984375
autompg,1,8,3,0.0010394634446129203,2.627772808074951
autompg,1,8,4,0.0009703704854473472,2.5951712131500244
autompg,1,8,5,0.0007378495647571981,2.768390655517578
autompg,2,4,1,0.0065499600023031235,11.559073209762573
autompg,2,4,2,0.002206871286034584,21.78373694419861
autompg,2,4,3,0.006611613556742668,20.60361075401306
autompg,2,4,4,0.006166874431073666,18.182371377944946
autompg,2,4,5,0.003934931941330433,21.1581552028656
autompg,2,8,1,0.0012264687102288008,11.466847658157349
autompg,2,8,2,0.00038277963176369667,15.034346580505371
autompg,2,8,3,0.0012745317071676254,5.835833311080933
autompg,2,8,4,0.0008496103109791875,6.002554893493652
autompg,2,8,5,0.0007304935716092587,7.464873552322388
autoprice,1,4,1,0.001225557760335505,57.21553826332092
autoprice,1,4,2,0.0019150718580931425,7.105576515197754
autoprice,1,4,3,0.001378538436256349,13.130326986312866
autoprice,1,4,4,0.003277342766523361,13.335293054580688
autoprice,1,4,5,0.0005918851820752025,22.658106327056885
autoprice,1,8,1,0.0019720091950148344,4.161933898925781
autoprice,1,8,2,0.001452118158340454,4.755001068115234
autoprice,1,8,3,0.0010967133566737175,17.976251125335693
autoprice,1,8,4,0.0019262779969722033,2.6549806594848633
autoprice,1,8,5,0.000362326973117888,4.755737066268921
autoprice,2,4,1,0.0026211051736027002,13.170066833496094
autoprice,2,4,2,0.0024891034699976444,6.589208364486694
autoprice,2,4,3,0.0014314019354060292,5.811661005020142
autoprice,2,4,4,0.003551761619746685,5.531903982162476
autoprice,2,4,5,0.002481496660038829,4.974049806594849
autoprice,2,8,1,0.002965174848213792,10.84067177772522
autoprice,2,8,2,0.0010287635959684849,6.477293014526367
autoprice,2,8,3,0.0009410066995769739,5.213266372680664
autoprice,2,8,4,0.0020464735571295023,4.56663966178894
autoprice,2,8,5,0.0004166305880062282,7.648391485214233
baskball,1,4,1,0.0067711519077420235,13.677464962005615
baskball,1,4,2,0.005971962120383978,11.22096562385559
baskball,1,4,3,0.006958979647606611,4.686350107192993
baskball,1,4,4,0.00808708742260933,4.4923765659332275
baskball,1,4,5,0.004441502504050732,4.567351818084717
baskball,1,8,1,0.002590111456811428,11.361071109771729
baskball,1,8,2,0.004929756745696068,4.993758916854858
baskball,1,8,3,0.0024987568613141775,2.707104444503784
baskball,1,8,4,0.00397154688835144,3.888782501220703
baskball,1,8,5,0.003522483166307211,2.337387800216675
baskball,2,4,1,0.004058045335114002,23.53333592414856
baskball,2,4,2,0.006084069609642029,11.099512815475464
baskball,2,4,3,0.005362207535654306,8.054351329803467
baskball,2,4,4,0.003015839261934161,10.200732469558716
baskball,2,4,5,0.005634572356939316,3.8911259174346924
baskball,2,8,1,0.0031850554514676332,28.948893308639526
baskball,2,8,2,0.006073561497032642,6.185436964035034
baskball,2,8,3,0.004277503117918968,5.74862003326416
baskball,2,8,4,0.003704134374856949,4.999494552612305
baskball,2,8,5,0.003903716802597046,6.007014036178589
bodyfat,1,4,1,0.0009725054260343313,38.42832159996033
bodyfat,1,4,2,0.0006112092523835599,14.176789283752441
bodyfat,1,4,3,0.000981324352324009,8.82031798362732
bodyfat,1,4,4,0.0002054373180726543,15.289623022079468
bodyfat,1,4,5,0.00034199104993604124,14.099532127380371
bodyfat,1,8,1,0.004073981661349535,83.91318368911743
bodyfat,1,8,2,0.004708034452050924,17.722737312316895
bodyfat,1,8,3,0.004676055628806353,7.519654989242554
bodyfat,1,8,4,0.004465279169380665,10.604015350341797
bodyfat,1,8,5,0.004168353974819183,14.229659080505371
bodyfat,2,4,1,0.003400785382837057,128.3382225036621
bodyfat,2,4,2,0.0008591897785663605,14.92004656791687
bodyfat,2,4,3,0.0019445730140432715,10.661935329437256
bodyfat,2,4,4,0.0002170237567042932,21.683157205581665
bodyfat,2,4,5,0.0003193018492311239,16.21211051940918
bodyfat,2,8,1,0.002076466102153063,94.95423698425293
