Feature,Mean Importance,Lower Bound,Upper Bound
X2,0.06085130089930956,0.05493658659611576,0.06676601520250336
X7,0.06942886936939356,0.0612116440909906,0.07764609464779652
X3,0.07167716840026031,0.06411122573921729,0.07924311106130333
X1,0.07226815736217926,0.06414614287148712,0.0803901718528714
X6,0.07652539869121222,0.06672748702505057,0.08632331035737387
X4,0.08405498410029333,0.07496711162173275,0.0931428565788539
X5,0.09023139481739492,0.05517922161117163,0.12528356802361823
X8,0.1558016381079382,0.13574144973047023,0.1758618264854062
X0,0.3191610882520186,0.2794927957169153,0.35882938078712195
